Date,Open,High,Low,Close,EMA,RSI,BB_middle,BB_std,BB_upper,BB_lower,MACD,MACD_Signal,MACD_Histogram,USD,DowJones,NASDAQ,SP500,KOSPI,KOSDAQ,Gold,WTI,Treasury5Y,usdkrw,jpykrw,eurkrw
2004-01-13,-0.011588523,-0.002196111,0.003873634,0.005561259,-0.000617508,0.156188829,-0.00018948,0.025206526,0.000211911,-0.000603974,0.057016314,0.209810298,-0.105786113,-0.000467575,-0.005531617,-0.007264056,-0.005331662,-0.002773892,-0.002183406,-0.006098935,-0.008352563,-0.023355263,0.005561259,0.008756727,0.009335768
2004-01-14,0.006161704,0.011681983,-0.008746314,-8.52E-05,-0.000583471,-0.00172725,-0.000496955,0.037263681,0.000114777,-0.001129171,0.032743231,0.149830723,-0.136044545,0.006081125,0.010663519,0.007007089,0.00829458,0.001402591,0.003063457,-0.004720321,0.002033111,-0.006062647,-8.52E-05,9.04E-05,-0.010447214
2004-01-15,-0.00017007,-0.00686131,0.014273356,-0.000595602,-0.000584247,-0.013744731,-0.000391863,0.033999676,0.000185984,-0.000989803,0.026159564,0.11220434,-0.138921611,0.00616063,0.00146887,-0.000970952,0.001353385,-0.004660907,-0.018324607,-0.031539051,-0.030724667,0.005421891,-0.000595602,-0.000994575,-0.005043373
2004-01-16,-0.000935751,0.002527593,0.000596973,0.010387357,0.000117598,0.278835002,-0.000257132,-0.01093287,-0.00044257,-6.50E-05,-0.207399012,0.022489213,-0.777079922,0.013516694,0.00442115,0.014878469,0.006872406,0.002707944,-0.010222222,-0.004162542,0.048744051,0.016177958,0.010387357,0.006244909,-0.005879935
2004-01-19,0.01123974,-0.000252163,-0.001108018,0.00067418,0.000153568,0.012717024,-0.000337304,-0.023075828,-0.000728127,6.74E-05,-0.234276606,-0.033381914,-2.517734179,0,0,0,0,0.010436936,-0.008756174,0,0,0,0.00067418,-0.003957546,-0.002855444
2004-01-20,8.42E-05,-0.000588392,0.002474635,-0.009094778,-0.000444428,-0.200717288,-0.000788716,-0.010048659,-0.000944315,-0.000627707,0.063921959,-0.016609432,-0.519051639,-0.011626627,-0.006777939,0.003513272,-0.000929907,0.0053338,0.009513024,0.014752889,0.0322213,0.010613599,-0.009094778,-0.007133827,0.009817976
2004-01-21,-0.008840617,0.000420557,0.0002553,0.006373757,-7.38E-06,0.167626676,-0.000688033,-0.072744566,-0.00188779,0.000553053,-0.169946889,-0.045205032,1.676443304,-0.00403642,0.009019188,-0.002574525,0.007771521,0,0,-0.003876923,-0.044751352,-0.008204792,0.006373757,0.007912688,0.011883043
2004-01-22,0.006031344,0.00042038,-0.000510574,0.002955582,0.000183757,0.061969377,-0.000489983,-0.073787923,-0.001623771,0.00068,-0.287410613,-0.084472316,0.784176207,-0.006252906,-4.15E-05,-0.010940718,-0.003206683,0,0,-0.002675763,0.010121399,-0.021839841,0.002955582,0.010106479,0.008140437
2004-01-23,0.002870812,-0.000924427,-0.0026394,-0.010524544,-0.000508941,-0.222446824,-0.001077636,-0.103862315,-0.002552611,0.000440922,0.251998837,-0.042014033,-0.544643589,0.008622675,-0.00516697,0.002293574,-0.002089176,0,0,-0.005121966,0.000286258,0.034167794,-0.010524544,-0.018134715,-0.021378018
2004-01-26,-0.000505158,-0.000588891,-0.003244023,-0.000595602,-0.000514491,-0.014168843,-0.000490747,0.013033605,-0.000316382,-0.000669726,0.172213515,-0.006684762,-0.847576931,0.007971373,0.012700231,0.014106306,0.012106299,0.00890442,0.005721337,-0.003187026,-0.013451575,0.019954203,-0.000595602,0.004731144,-0.008251016
2004-01-27,-0.010529863,-0.00715428,-0.004110934,-0.005704514,-0.000846832,-0.135314507,-0.001142818,-0.016052759,-0.001337614,-0.000942797,0.315312201,0.055981064,-9.318448257,-0.01111749,-0.008651227,-0.017545506,-0.00979768,-0.006915677,-0.007161182,0.008362012,-0.010153815,-0.018601668,-0.005704513,0.001086661,0.006273835
2004-01-28,-0.005618913,-0.001102006,-0.004816045,0.007364253,-0.000323595,0.281950787,-0.000572063,-0.043535068,-0.001125095,-4.42E-06,-0.030079473,0.035119073,-0.337542501,0.007997242,-0.01334127,-0.018274665,-0.013609605,-0.003985956,-0.008044221,0.01097561,-0.014654162,0.048039216,0.007364253,0.00226142,-0.008538883
2004-01-29,0.007106206,-0.001697361,0.000172894,-0.01547099,-0.001296259,-0.289607921,-0.000992144,0.182969768,0.001275324,-0.003316922,0.414877523,0.121378187,2.577568171,0.007013924,0.004004436,-0.00439986,0.004989016,-0.007119673,0.001562996,-0.038600724,-0.024092743,0.000935454,-0.01547099,-0.013267148,-0.01756661
2004-01-30,-0.015217227,0.000765028,-0.007171288,0.001554178,-0.001115821,0.062466072,-0.001519404,-0.017561603,-0.001753017,-0.001278783,0.186842704,0.140139804,0.294711373,-0.004338947,-0.002114093,-0.001005729,-0.002627593,-0.005823286,-0.001583173,0.009284848,0.007314782,-0.018691589,0.001554178,0.003567182,0.006261741
2004-02-02,0.010272811,-0.004502147,0.00635284,-0.001379289,-0.001132544,-0.031769045,-0.000871373,0.100338949,0.000579154,-0.002364703,0.135533313,0.138765542,0.128959176,0.003784427,0.001059239,-0.001451976,0.00365122,0.007530937,0.006931702,-0.008702138,0.058396401,0.002857143,-0.00137929,0.000455705,-0.004425102
2004-02-03,-0.001025441,0.000597279,-0.001037767,0.010272811,-0.000408812,0.400635754,-0.000812571,-0.059047406,-0.001730394,0.000135124,-0.072382176,0.075952286,-0.376705158,-0.008454222,0.000571473,0.001483198,0.000678275,-0.017569512,-0.015072777,0.001254076,-0.02515729,-0.019626464,0.010272811,0.010476451,0.006528248
2004-02-04,0.000256649,0,0,-0.001196295,-0.000459316,-0.028259698,-0.000336364,0.006752286,-0.000231057,-0.000444897,-0.052935787,0.042896026,-0.392328,0.000576046,-0.003278331,-0.025200704,-0.008371266,-0.005203186,-0.000822275,0.004508988,-0.029325515,0.007103649,-0.001196296,-0.000811396,0.01131574
2004-02-05,-0.000256584,-0.001790871,-0.00190439,-0.00958172,-0.001043936,-0.206887959,-0.000566475,0.078392361,0.000614714,-0.001784095,0.110331918,0.058602204,0.424747482,0.000690995,0.002369419,0.002690997,0.001837469,0.006487133,-0.001325866,-0.007231905,-0.000604109,0.023084322,-0.00958172,-0.011098078,-0.007300233
2004-02-06,-0.009751112,0.000597993,0.000780594,0.008292388,-0.00045072,0.281766405,-0.000596626,-0.011105846,-0.000766059,-0.000421547,-0.061320199,0.029306783,-0.470596283,-0.01012664,0.009287791,0.02200972,0.012555529,0.011071208,0.001030055,0.013815624,-0.018137907,-0.031338139,0.008292389,0.009489051,0.018831632
2004-02-09,0.012006586,0.000341551,-0.001559969,-0.012421828,-0.001218,-0.228410529,-0.000682265,0.100824725,0.000937333,-0.00235525,0.143024646,0.054640607,0.919076151,-0.000232469,-0.001321624,-0.00166663,-0.002581427,0.017101255,0.005625171,0.007928598,0.010775924,-0.010029117,-0.012421828,-0.015636298,-0.013086902
2004-02-10,-0.015875705,-0.004267668,-0.003298261,0.011103336,-0.000437131,0.318668519,-0.000413909,0.004987542,-0.000319125,-0.00051214,-0.072146715,0.024028093,-0.536223996,-0.001860512,0.003291354,0.007163071,0.005027136,0.002347445,-0.001864569,-0.000983269,0.03167825,0.014379085,0.011103337,0.013497383,0.010389577
2004-02-11,0.010841284,-0.000514294,-0.000261298,-0.004032216,-0.000667601,-0.074043667,-0.00061044,0.019359448,-0.000258152,-0.000975612,-0.009479086,0.016697679,-0.288379115,-0.00745572,0.011668772,0.006904846,0.010667432,0.011005999,0.002597048,0.009350438,0.003838235,-0.035438144,-0.004032217,-0.001902519,0.007441483
2004-02-12,-0.004032562,-0.003430532,-0.000783993,-0.001464444,-0.000718513,-0.029977266,-0.000653533,0.023083873,-0.000226565,-0.001096433,0.004053414,0.014002696,-0.147395953,0.001056385,-0.004063243,-0.007680582,-0.004880135,0.001837186,-0.005975915,0.008532423,-0.000588235,0.024048096,-0.001464444,-0.001089226,-0.002417389
2004-02-13,-0.001378444,-0.000860585,-0.001569111,0.000431332,-0.000645103,0.012787304,-0.001154043,-0.049356398,-0.00204128,-0.000232897,-0.0149547,0.007891311,-0.428552134,0.003165635,-0.006192282,-0.00966915,-0.005468164,0.004818042,0.012435138,-0.008218574,0.017068893,-0.018590998,0.000431332,0.001090413,-0.006529316
2004-02-16,8.64E-05,-0.000602886,0.000698443,-0.010347504,-0.001265205,-0.21806125,-0.001703113,-0.002797547,-0.001722303,-0.001683226,0.140477447,0.035239008,3.500784249,0,0,0,0,-0.0010202,0.0072701,0,0,0,-0.010347504,-0.012344558,-0.007588639
2004-02-17,-0.010006122,-0.000861846,-0.000959755,0.008016096,-0.00067741,0.301767309,-0.000848719,-0.008081801,-0.000975405,-0.000717433,-0.024983106,0.021554641,-0.366775442,-0.006311372,0.008188888,0.013045656,0.009757229,0.00399419,-0.002801874,0.013892304,0.017361082,0.002658691,0.008016096,0.007260362,0.015702875
2004-02-18,0.005315063,-0.004312947,-0.00532749,-0.007952349,-0.001142148,-0.157246258,-0.001565892,-0.025473707,-0.001981657,-0.001135145,0.081440814,0.034542747,0.637109297,0.010115267,-0.004002812,-0.001865132,-0.00446853,-0.008702532,0.007058083,-0.00889426,0.008248038,0.000994365,-0.007952349,-0.015419708,-0.018619313
2004-02-19,-0.005546909,0.008403319,0.006321847,-0.000609873,-0.001108377,-0.013616036,-0.001748813,-0.105734491,-0.003514592,7.90E-05,0.05554928,0.039305169,0.177175586,0.000815091,-0.000680263,-0.01469321,-0.004132492,0.00518755,-0.005245302,-0.006063546,0.015514781,-0.001655629,-0.000609873,-0.005838198,0.002054795
2004-02-20,-0.000435768,0.003264647,0.000523493,0.009154316,-0.000456921,0.31443259,-0.000761872,-0.061665364,-0.001689984,0.000195417,-0.083055238,0.011131079,-0.705672616,0.015008738,-0.004285171,-0.003924763,-0.002571857,-0.004718426,-0.005295398,-0.030014613,-0.011111167,0.019237148,0.009154316,-0.010067114,-0.007723889
2004-02-23,0.022495358,0.013700976,0.017441354,0.018920107,0.000784924,0.319322856,0.000211076,0.056774118,0.00102126,-0.000623001,-0.33914652,-0.062009277,-6.632832985,-0.002292492,-0.00088616,-0.01492202,-0.002727006,3.42E-05,0.00130834,0.003773585,-0.035112362,-0.01789782,0.018920107,0.025517891,0.021216539
2004-02-24,0.005713374,-0.000253462,-0.004028415,0.000593481,0.000772432,0.006047605,0.000529726,0.098435214,0.002010186,-0.000996903,-0.425890662,-0.115540996,0.747744638,-0.010340096,-0.004076489,-0.001036144,-0.001665242,-0.014734707,-0.023001194,0.013784461,0.006695896,-0.008946322,0.000593481,0.001193646,0.008971365
2004-02-25,0.000508713,-0.002619329,-0.004044708,-0.018049256,-0.00045546,-0.287088689,-0.000757584,-0.06446773,-0.001813673,0.000334717,0.065667397,-0.098236994,-0.248002035,0.012886011,0.003336056,0.00874623,0.004020822,0.002637088,-0.010952776,-0.021508064,0.031810235,-0.006018054,-0.018049256,-0.024944974,-0.031555068
2004-02-26,-0.018050889,-0.002541511,0,0.006040732,-3.91E-05,0.110886901,0.000327391,0.00525564,0.000403957,0.000248371,-0.166119856,-0.105897503,-0.027917618,0.004928367,-0.00202615,0.004740515,0.00108422,-0.002318687,-0.010164829,0,-0.00476463,0.009081736,0.006040732,0.001410835,0.001587773
2004-02-27,0.006213924,8.49E-05,0.003110667,0.00600446,0.000350567,0.093298705,0.000551211,0.038940857,0.001150524,-6.74E-05,-0.410917721,-0.13800027,0.165149151,-0.004219913,0.000357299,-0.001352967,2.61E-05,0.021460121,0.009680383,0.001515932,0.01830476,-0.018333333,0.00600446,0.007795623,0.009718089
2004-03-01,0.002573119,0.001528704,0.004220884,0.003495886,0.000554522,0.048470827,0.00079623,0.056533834,0.001699213,-0.000136991,-0.799963807,-0.185612304,0.159401759,0.002405211,0.008902158,0.013784525,0.009633719,0,0,0.007315828,0.019358435,0.005432937,0.003495886,0.006616962,-0.000204812
2004-03-02,0.006672878,-0.000847961,-0.004975166,-0.01181071,-0.000249646,-0.20108512,-0.00031394,-0.01586004,-0.000579584,-3.89E-05,0.9577377,-0.165412868,-0.274238822,0.014968065,-0.008115569,-0.008820111,-0.005943057,0.017873718,0.004572175,-0.01452539,-0.005425963,0.020601148,-0.011810709,-0.022868253,-0.031269153
2004-03-03,-0.01189768,0.000763729,-0.0052586,-0.00550303,-0.000587347,-0.096519024,-0.000529132,-0.005068449,-0.000605512,-0.000450093,1.336695656,-0.103162177,-0.479497413,0.002251458,0.000153886,-0.003083882,0.001679621,-0.003781097,0.009590377,-0.002795441,-0.023458838,0.0049636,-0.00550303,-0.004927042,-0.006413401
2004-03-04,-0.005160403,-0.006360244,0.001993177,0.002939672,-0.000361736,0.073555432,9.90E-05,-0.003563803,3.76E-05,0.00016248,0.217436295,-0.068544929,-0.404106368,0.001235539,-0.000482422,0.010696641,0.003336113,0.012971501,0.006601191,0.00127421,0.023463688,-0.011853803,0.002939672,-0.007046277,0.004043092
2004-03-05,0.002766554,0.003840574,0.001383928,0.013534441,0.000530087,0.265609454,0.000361508,0.042326738,0.001061939,-0.000363111,-0.703440742,-0.158146969,1.149054623,-0.010769565,0.000713053,-0.003639757,0.001723129,-0.002259127,0.005872407,0.021379471,0.016921371,-0.072642453,0.013534441,0.006233218,0.026986896
2004-03-08,0.013708099,0.001360396,-0.00129556,-0.016245621,-0.000560531,-0.243545332,0.000163479,-0.014495158,-9.13E-05,0.000427401,1.543169791,-0.073565384,-0.608394384,-0.002041279,-0.006235574,-0.018973143,-0.008350219,-0.005831805,-0.001885464,-0.001744286,-0.018518466,-0.024793388,-0.01624562,-0.009911369,-0.011694298
2004-03-09,-0.016414397,0.005518764,-0.002335097,0.021442201,0.000847456,0.335272371,0.000679633,0.083344214,0.002095546,-0.000786505,-1.27851019,-0.238009513,1.997337087,0.003295466,-0.006887378,-0.006780232,-0.005770568,-0.009465615,-0.002958715,0.008986535,-0.007930025,-0.02210759,0.0214422,0.020021176,0.012667971
2004-03-10,0,0,0,-0.0190452,-0.000451698,-0.218660895,-8.60E-05,0.002824316,-3.21E-05,-0.000141934,-2.091139953,-0.145571894,-0.533949728,0.00747532,-0.015307538,-0.015542618,-0.014632855,-0.017452164,-0.01068298,-0.010390925,-0.004961439,0.007159005,-0.0190452,-0.014249316,-0.0259812
2004-03-11,0.001988801,-0.011568076,0.000346762,0.002674929,-0.000251302,0.038987896,0.000120372,-0.003114678,6.03E-05,0.000182764,0.77337368,-0.087033948,-0.489157908,-0.004946543,-0.016365113,-0.010314899,-0.015223897,-0.006951896,0.004268574,0.00175003,0.018836594,0.015712682,0.00267493,0.003637756,0.012560898
2004-03-12,0.00284771,0.009140674,0.006499133,0.012908778,0.000594641,0.170492488,0.000743624,0.034899694,0.001375891,8.71E-05,-1.625385155,-0.277382168,1.909675008,0.006891888,0.011028437,0.021009401,0.012459492,-0.024289311,-0.034394026,-0.013476476,-0.016041327,0.002946593,0.012908778,0.014307516,0.002439194
2004-03-15,0.013251893,-0.002708942,-0.003185494,-0.005607456,0.000191057,-0.074230528,0.000975014,-0.053412481,-6.55E-05,0.002056884,0.648933617,-0.37657751,-0.018964967,-0.003478512,-0.013397398,-0.022940163,-0.014349801,0.004076343,0.011849243,0.010371885,0.034539929,0.004774146,-0.005607456,-0.002633064,-0.001807547
